
This hub-height turbulence-parameter file was generated by TurbSim (v2.00.06a-bjj, 6-Jun-2016) on 07-Jun-2016 at 10:43:29.

   Time      U       Uh       Ut        V        W        u'       v'       w'      u'w'     u'v'     v'w'     TKE      CTKE
  31.60   12.109   12.137   12.165   -0.818   -0.832   -0.068   -0.818   -0.832    0.057    0.056    0.680    0.683    0.342
  31.65   12.065   12.101   12.116   -0.934   -0.611   -0.112   -0.934   -0.611    0.069    0.105    0.571    0.629    0.292
  31.70   12.132   12.146   12.171   -0.575   -0.782   -0.045   -0.575   -0.782    0.035    0.026    0.449    0.472    0.226
  31.75   11.907   11.917   11.950   -0.482   -0.891   -0.270   -0.482   -0.891    0.240    0.130    0.429    0.549    0.254
  31.80   12.002   12.009   12.030   -0.417   -0.699   -0.175   -0.417   -0.699    0.122    0.073    0.292    0.347    0.162
  31.85   12.257   12.259   12.281   -0.236   -0.732    0.080   -0.236   -0.732   -0.059   -0.019    0.172    0.299    0.091
  31.90   12.187   12.191   12.207   -0.322   -0.626    0.010   -0.322   -0.626   -0.006   -0.003    0.201    0.247    0.101
  31.95   12.185   12.195   12.218   -0.496   -0.751    0.008   -0.496   -0.751   -0.006   -0.004    0.372    0.405    0.186
  32.00   12.324   12.328   12.350   -0.329   -0.739    0.147   -0.329   -0.739   -0.109   -0.048    0.243    0.338    0.135
  32.05   12.272   12.276   12.291   -0.302   -0.605    0.095   -0.302   -0.605   -0.057   -0.029    0.183    0.233    0.097
  32.10   12.457   12.457   12.488   -0.103   -0.875    0.280   -0.103   -0.875   -0.245   -0.029    0.090    0.427    0.131
  32.15   12.502   12.503   12.552    0.199   -1.107    0.325    0.199   -1.107   -0.360    0.065   -0.220    0.686    0.213
  32.20   12.557   12.565   12.610    0.441   -1.062    0.380    0.441   -1.062   -0.404    0.168   -0.468    0.734    0.320
  32.25   12.378   12.382   12.439    0.322   -1.189    0.201    0.322   -1.189   -0.239    0.065   -0.383    0.779    0.228
  32.30   12.229   12.229   12.276   -0.125   -1.068    0.052   -0.125   -1.068   -0.055   -0.006    0.134    0.580    0.072
  32.35   12.202   12.204   12.243   -0.229   -0.976    0.025   -0.229   -0.976   -0.024   -0.006    0.224    0.503    0.113
  32.40   12.209   12.210   12.270   -0.131   -1.215    0.032   -0.131   -1.215   -0.039   -0.004    0.159    0.747    0.082
  32.45   12.410   12.412   12.458    0.215   -1.077    0.233    0.215   -1.077   -0.251    0.050   -0.231    0.630    0.172
  32.50   12.201   12.204   12.243    0.285   -0.978    0.024    0.285   -0.978   -0.023    0.007   -0.279    0.520    0.140
  32.55   12.262   12.262   12.304    0.148   -1.004    0.085    0.148   -1.004   -0.085    0.013   -0.149    0.518    0.086
  32.60   12.059   12.059   12.102   -0.004   -1.021   -0.118   -0.004   -1.021    0.120    0.000    0.004    0.528    0.060
  32.65   12.185   12.186   12.230    0.079   -1.043    0.008    0.079   -1.043   -0.009    0.001   -0.083    0.547    0.042
  32.70   12.333   12.339   12.377    0.379   -0.973    0.156    0.379   -0.973   -0.152    0.059   -0.369    0.557    0.202
  32.75   12.148   12.161   12.189    0.564   -0.823   -0.029    0.564   -0.823    0.024   -0.016   -0.464    0.498    0.233
  32.80   12.269   12.280   12.308    0.508   -0.832    0.092    0.508   -0.832   -0.077    0.047   -0.423    0.479    0.216
  32.85   12.224   12.237   12.250    0.562   -0.572    0.047    0.562   -0.572   -0.027    0.026   -0.322    0.323    0.162
  32.90   11.950   11.953   11.962    0.242   -0.482   -0.227    0.242   -0.482    0.109   -0.055   -0.117    0.171    0.085
  32.95   11.956   11.956   11.972    0.011   -0.616   -0.221    0.011   -0.616    0.136   -0.002   -0.007    0.214    0.068
  33.00   11.844   11.847   11.861   -0.252   -0.592   -0.333   -0.252   -0.592    0.197    0.084    0.149    0.262    0.130
  33.05   11.472   11.473   11.473   -0.108   -0.076   -0.705   -0.108   -0.076    0.054    0.076    0.008    0.257    0.047
  33.10   11.834   11.843   11.853   -0.475   -0.475   -0.343   -0.475   -0.475    0.163    0.163    0.226    0.285    0.161
  33.15   11.764   11.773   11.775   -0.479   -0.213   -0.413   -0.479   -0.213    0.088    0.198    0.102    0.223    0.120
  33.20   11.498   11.498   11.502   -0.034   -0.313   -0.679   -0.034   -0.313    0.213    0.023    0.011    0.280    0.107
  33.25   11.233   11.243   11.251   -0.470   -0.433   -0.944   -0.470   -0.433    0.409    0.444    0.204    0.650    0.318
  33.30   11.278   11.284   11.306   -0.367   -0.707   -0.899   -0.367   -0.707    0.636    0.331    0.260    0.722    0.381
  33.35   11.330   11.340   11.358   -0.473   -0.645   -0.847   -0.473   -0.645    0.546    0.400    0.305    0.678    0.371
  33.40   11.155   11.164   11.164   -0.453    0.015   -1.022   -0.453    0.015   -0.015    0.463   -0.007    0.625    0.232
  33.45   11.564   11.575   11.576   -0.506   -0.181   -0.613   -0.506   -0.181    0.111    0.310    0.091    0.332    0.171
  33.50   11.688   11.697   11.703   -0.443   -0.370   -0.489   -0.443   -0.370    0.181    0.217    0.164    0.286    0.163
  33.55   11.763   11.768   11.771   -0.348   -0.253   -0.414   -0.348   -0.253    0.105    0.144    0.088    0.178    0.099
  33.60   11.621   11.628   11.628   -0.414    0.035   -0.556   -0.414    0.035   -0.019    0.230   -0.014    0.241    0.116
  33.65   11.684   11.688   11.690   -0.339    0.197   -0.493   -0.339    0.197   -0.097    0.167   -0.067    0.198    0.102
  33.70   11.715   11.715   11.715   -0.003   -0.066   -0.462   -0.003   -0.066    0.031    0.001    0.000    0.109    0.015
  33.75   12.055   12.059   12.065    0.310   -0.366   -0.122    0.310   -0.366    0.045   -0.038   -0.113    0.122    0.064
  33.80   12.175   12.176   12.176    0.168   -0.108   -0.002    0.168   -0.108    0.000   -0.000   -0.018    0.020    0.009
  33.85   12.143   12.147   12.147    0.298    0.031   -0.034    0.298    0.031   -0.001   -0.010    0.009    0.045    0.007
  33.90   12.112   12.114   12.114    0.225   -0.076   -0.065    0.225   -0.076    0.005   -0.015   -0.017    0.030    0.012
  33.95   12.198   12.199   12.200    0.161   -0.193    0.021    0.161   -0.193   -0.004    0.003   -0.031    0.032    0.016
  34.00   12.285   12.285   12.300    0.066   -0.619    0.108    0.066   -0.619   -0.067    0.007   -0.041    0.200    0.039
  34.05   12.376   12.378   12.381    0.217   -0.260    0.199    0.217   -0.260   -0.052    0.043   -0.056    0.077    0.044
  34.10   11.964   11.965   11.969   -0.162   -0.302   -0.213   -0.162   -0.302    0.064    0.034    0.049    0.081    0.044
  34.15   12.048   12.048   12.055   -0.030   -0.409   -0.129   -0.030   -0.409    0.053    0.004    0.012    0.092    0.027
  34.20   12.019   12.020   12.039   -0.111   -0.688   -0.158   -0.111   -0.688    0.109    0.018    0.077    0.255    0.067
  34.25   12.035   12.037   12.070   -0.168   -0.893   -0.142   -0.168   -0.893    0.126    0.024    0.150    0.423    0.099
  34.30   11.919   11.928   11.962   -0.450   -0.900   -0.258   -0.450   -0.900    0.232    0.116    0.405    0.540    0.240
  34.35   11.875   11.890   11.927   -0.605   -0.936   -0.302   -0.605   -0.936    0.283    0.183    0.566    0.667    0.329
  34.40   11.981   11.992   12.025   -0.512   -0.897   -0.196   -0.512   -0.897    0.176    0.100    0.459    0.552    0.251
  34.45   12.122   12.124   12.152   -0.218   -0.827   -0.055   -0.218   -0.827    0.046    0.012    0.181    0.367    0.093
  34.50   11.909   11.910   11.926   -0.054   -0.622   -0.268   -0.054   -0.622    0.167    0.014    0.034    0.231    0.085
  34.55   11.803   11.806   11.813    0.253   -0.398   -0.374    0.253   -0.398    0.149   -0.095   -0.101    0.181    0.101
  34.60   11.703   11.703   11.710    0.103   -0.407   -0.474    0.103   -0.407    0.193   -0.049   -0.042    0.200    0.102
  34.65   11.768   11.771   11.776    0.261   -0.361   -0.409    0.261   -0.361    0.148   -0.107   -0.094    0.183    0.103
  34.70   11.965   11.966   11.980    0.166   -0.571   -0.212    0.166   -0.571    0.121   -0.035   -0.095    0.199    0.079
  34.75   11.994   11.999   12.002    0.320   -0.274   -0.183    0.320   -0.274    0.050   -0.059   -0.088    0.106    0.058
  34.80   11.718   11.718   11.723   -0.080   -0.327   -0.459   -0.080   -0.327    0.150    0.037    0.026    0.162    0.078
  34.85   11.489   11.489   11.493    0.022   -0.279   -0.688    0.022   -0.279    0.192   -0.015   -0.006    0.276    0.096
  34.90   11.245   11.246   11.249   -0.186   -0.248   -0.932   -0.186   -0.248    0.231    0.173    0.046    0.482    0.146
  34.95   11.136   11.137   11.159    0.107   -0.712   -1.041    0.107   -0.712    0.741   -0.111   -0.076    0.801    0.377
  35.00   10.895   10.896   10.925    0.133   -0.791   -1.282    0.133   -0.791    1.014   -0.170   -0.105    1.143    0.517
  35.05   10.909   10.909   10.953    0.051   -0.980   -1.268    0.051   -0.980    1.242   -0.064   -0.050    1.285    0.622
  35.10   10.961   10.961   10.995    0.030   -0.869   -1.216    0.030   -0.869    1.057   -0.036   -0.026    1.118    0.529
  35.15   10.884   10.884   10.920    0.050   -0.887   -1.293    0.050   -0.887    1.147   -0.064   -0.044    1.231    0.575
  35.20   10.860   10.860   10.896    0.074   -0.882   -1.317    0.074   -0.882    1.162   -0.098   -0.065    1.259    0.584
  35.25   10.984   10.985   11.009   -0.169   -0.721   -1.193   -0.169   -0.721    0.861    0.202    0.122    0.987    0.446
  35.30   11.235   11.237   11.240    0.192   -0.280   -0.942    0.192   -0.280    0.264   -0.181   -0.054    0.501    0.162
  35.35   11.198   11.198   11.200    0.022   -0.229   -0.979    0.022   -0.229    0.224   -0.022   -0.005    0.506    0.113
  35.40   11.342   11.342   11.349    0.106   -0.390   -0.835    0.106   -0.390    0.326   -0.089   -0.041    0.430    0.170
  35.45   11.163   11.163   11.172   -0.026   -0.456   -1.014   -0.026   -0.456    0.463    0.027    0.012    0.619    0.232
  35.50   11.356   11.356   11.375   -0.031   -0.640   -0.821   -0.031   -0.640    0.525    0.025    0.020    0.542    0.263
  35.55   11.427   11.427   11.473    0.090   -1.024   -0.750    0.090   -1.024    0.768   -0.068   -0.092    0.810    0.388
  35.60   11.497   11.498   11.529   -0.084   -0.853   -0.680   -0.084   -0.853    0.580    0.057    0.071    0.598    0.293
  35.65   11.451   11.451   11.487   -0.020   -0.899   -0.726   -0.020   -0.899    0.652    0.014    0.018    0.667    0.326
  35.70   11.393   11.395   11.411    0.224   -0.592   -0.784    0.224   -0.592    0.464   -0.175   -0.133    0.508    0.257
  35.75   11.470   11.472   11.495    0.225   -0.723   -0.707    0.225   -0.723    0.512   -0.159   -0.163    0.537    0.280
  35.80   11.394   11.394   11.412    0.135   -0.630   -0.783    0.135   -0.630    0.494   -0.106   -0.085    0.515    0.256
  35.85   11.502   11.511   11.513    0.456   -0.247   -0.675    0.456   -0.247    0.167   -0.308   -0.113    0.363    0.184
  35.90   11.332   11.340   11.341    0.432   -0.123   -0.845    0.432   -0.123    0.104   -0.365   -0.053    0.458    0.192
  35.95   11.540   11.540   11.541    0.117   -0.072   -0.637    0.117   -0.072    0.046   -0.075   -0.008    0.212    0.044
  36.00   11.526   11.526   11.527    0.127   -0.136   -0.651    0.127   -0.136    0.089   -0.082   -0.017    0.230    0.061
  36.05   11.560   11.562   11.569    0.228   -0.390   -0.617    0.228   -0.390    0.241   -0.141   -0.089    0.292    0.146
  36.10   11.481   11.495   11.496    0.555   -0.156   -0.696    0.555   -0.156    0.109   -0.386   -0.087    0.408    0.205
  36.15   11.449   11.453   11.453    0.287   -0.064   -0.728    0.287   -0.064    0.047   -0.209   -0.018    0.308    0.107
  36.20   11.277   11.282   11.282    0.357   -0.047   -0.900    0.357   -0.047    0.042   -0.322   -0.017    0.470    0.162
  36.25   11.246   11.246   11.248    0.098   -0.166   -0.931    0.098   -0.166    0.155   -0.091   -0.016    0.452    0.090
  36.30   11.168   11.170   11.172    0.199    0.230   -1.009    0.199    0.230   -0.232   -0.201    0.046    0.556    0.155
  36.35   11.084   11.099   11.102    0.570    0.244   -1.093    0.570    0.244   -0.267   -0.623    0.139    0.789    0.346
  36.40   11.298   11.323   11.324    0.743    0.146   -0.879    0.743    0.146   -0.128   -0.653    0.108    0.673    0.337
  36.45   11.609   11.658   11.658    1.062   -0.021   -0.568    1.062   -0.021    0.012   -0.603   -0.022    0.725    0.302
  36.50   11.519   11.533   11.534    0.585   -0.139   -0.658    0.585   -0.139    0.091   -0.385   -0.081    0.397    0.202
  36.55   11.401   11.416   11.416    0.587   -0.038   -0.776    0.587   -0.038    0.030   -0.456   -0.022    0.474    0.229
  36.60   11.271   11.301   11.301    0.823   -0.038   -0.906    0.823   -0.038    0.034   -0.746   -0.031    0.750    0.374
  36.65   11.103   11.126   11.126    0.709    0.057   -1.074    0.709    0.057   -0.061   -0.762    0.040    0.830    0.383
  36.70   10.696   10.712   10.717    0.592    0.338   -1.481    0.592    0.338   -0.501   -0.876    0.200    1.329    0.514
  36.75   10.703   10.706   10.706    0.255    0.008   -1.474    0.255    0.008   -0.012   -0.376    0.002    1.119    0.188
  36.80   10.763   10.771   10.771    0.406    0.067   -1.414    0.406    0.067   -0.095   -0.574    0.027    1.084    0.291
  36.85   10.769   10.771   10.771    0.215   -0.096   -1.408    0.215   -0.096    0.135   -0.302   -0.021    1.019    0.166
  36.90   10.714   10.715   10.716   -0.174   -0.114   -1.463   -0.174   -0.114    0.167    0.254    0.020    1.092    0.152
  36.95   10.877   10.877   10.878    0.011   -0.121   -1.300    0.011   -0.121    0.158   -0.015   -0.001    0.853    0.079
  37.00   10.656   10.656   10.657    0.068    0.165   -1.521    0.068    0.165   -0.251   -0.103    0.011    1.173    0.136
  37.05   10.746   10.747   10.748    0.096    0.153   -1.431    0.096    0.153   -0.219   -0.138    0.015    1.040    0.129
  37.10   10.755   10.757   10.759    0.161    0.229   -1.422    0.161    0.229   -0.325   -0.228    0.037    1.050    0.199
  37.15   10.962   10.973   10.979    0.497    0.341   -1.215    0.497    0.341   -0.414   -0.604    0.169    0.920    0.376
  37.20   10.865   10.870   10.875    0.318    0.330   -1.312    0.318    0.330   -0.433   -0.417    0.105    0.966    0.305
  37.25   10.860   10.861   10.862    0.133    0.184   -1.317    0.133    0.184   -0.242   -0.175    0.024    0.893    0.150
  37.30   10.930   10.943   10.948    0.540    0.320   -1.247    0.540    0.320   -0.399   -0.674    0.173    0.975    0.401
  37.35   10.926   10.947   10.961    0.689    0.537   -1.251    0.689    0.537   -0.672   -0.862    0.370    1.164    0.577
  37.40   10.838   10.849   10.855    0.488    0.356   -1.339    0.488    0.356   -0.477   -0.654    0.174    1.079    0.414
  37.45   10.898   10.905   10.907    0.391    0.216   -1.279    0.391    0.216   -0.276   -0.500    0.084    0.917    0.289
  37.50   10.744   10.744   10.747   -0.015    0.283   -1.434   -0.015    0.283   -0.405    0.022   -0.004    1.068    0.203
  37.55   10.721   10.726   10.729    0.315    0.267   -1.456    0.315    0.267   -0.389   -0.459    0.084    1.146    0.304
  37.60   10.673   10.673   10.679    0.117    0.358   -1.504    0.117    0.358   -0.539   -0.177    0.042    1.203    0.284
  37.65   10.606   10.606   10.609   -0.022    0.272   -1.571   -0.022    0.272   -0.427    0.035   -0.006    1.272    0.214
  37.70   10.637   10.646   10.650    0.435    0.317   -1.540    0.435    0.317   -0.489   -0.670    0.138    1.331    0.421
  37.75   10.715   10.720   10.723    0.315    0.262   -1.462    0.315    0.262   -0.384   -0.460    0.083    1.153    0.302
  37.80   10.687   10.692   10.703    0.321    0.481   -1.490    0.321    0.481   -0.717   -0.478    0.154    1.277    0.438
  37.85   11.010   11.015   11.024    0.310    0.451   -1.167    0.310    0.451   -0.526   -0.362    0.140    0.830    0.327
  37.90   11.028   11.032   11.039    0.317    0.381   -1.149    0.317    0.381   -0.438   -0.364    0.121    0.783    0.291
  37.95   10.912   10.917   10.917    0.312   -0.063   -1.265    0.312   -0.063    0.080   -0.395   -0.020    0.850    0.202
  38.00   11.048   11.060   11.060    0.507   -0.007   -1.129    0.507   -0.007    0.008   -0.573   -0.004    0.766    0.286
  38.05   10.994   11.011   11.011    0.620    0.000   -1.184    0.620    0.000   -0.000   -0.734    0.000    0.893    0.367
  38.10   10.650   10.663   10.665    0.537    0.190   -1.527    0.537    0.190   -0.290   -0.821    0.102    1.329    0.438
  38.15   10.626   10.650   10.657    0.700    0.395   -1.551    0.700    0.395   -0.612   -1.086    0.276    1.525    0.638
  38.20   10.963   10.978   10.987    0.577    0.448   -1.214    0.577    0.448   -0.544   -0.701    0.259    1.004    0.462
